Saison;Competition;Journee;Lien;
2021/2022;Top 14;22;https://www.espn.com/rugby/match?gameId=594192&league=270559;
2021/2022;Top 14;23;https://www.espn.com/rugby/match?gameId=594193&league=270559;
2021/2022;Top 14;23;https://www.espn.com/rugby/match?gameId=594194&league=270559;
2021/2022;Top 14;23;https://www.espn.com/rugby/match?gameId=594195&league=270559;
2021/2022;Top 14;23;https://www.espn.com/rugby/match?gameId=594196&league=270559;
2021/2022;Top 14;23;https://www.espn.com/rugby/match?gameId=594197&league=270559;
2021/2022;Top 14;23;https://www.espn.com/rugby/match?gameId=594198&league=270559;
2021/2022;Top 14;23;https://www.espn.com/rugby/match?gameId=594199&league=270559;
2021/2022;Top 14;24;https://www.espn.com/rugby/match?gameId=594200&league=270559;
2021/2022;Top 14;24;https://www.espn.com/rugby/match?gameId=594201&league=270559;
2021/2022;Top 14;24;https://www.espn.com/rugby/match?gameId=594202&league=270559;
2021/2022;Top 14;24;https://www.espn.com/rugby/match?gameId=594203&league=270559;
2021/2022;Top 14;24;https://www.espn.com/rugby/match?gameId=594204&league=270559;
2021/2022;Top 14;24;https://www.espn.com/rugby/match?gameId=594205&league=270559;
2021/2022;Top 14;24;https://www.espn.com/rugby/match?gameId=594206&league=270559;
