MATCH_ID;TEAM;PLAYER;T;TA;CG;PG;DGC;PTS;P;R;MR;CB;DB;O;TC;Tackles;MT;LW;PC;YC;RC
FR270559594206;Perpignan;http://en.espn.co.uk/scrum/rugby/player/36847.html?source=opta;0;0;3;2;0;12;3;7;36;0;0;1;0;0;2;0;1;0;0
FR270559594206;Perpignan;Bautista Delguy;0;0;0;0;0;0;4;6;42;0;5;0;0;4;2;0;1;0;0
FR270559594206;Perpignan;Afusipa Faha Ivalu Taumoepeau;0;0;0;0;0;0;5;9;16;1;1;3;0;9;3;0;0;0;0
FR270559594206;Perpignan;Jeronimo de la Fuente;0;0;0;0;0;0;4;6;31;0;1;0;0;6;3;0;1;0;0
FR270559594206;Perpignan;Mathieu Acebes;1;0;0;0;0;5;3;11;71;1;4;0;1;8;1;0;2;0;0
FR270559594206;Perpignan;Tristan Tedder;0;0;0;0;0;0;18;13;54;1;5;1;1;6;2;0;1;0;0
FR270559594206;Perpignan;Tom Ecochard;0;1;0;0;0;0;61;2;3;0;0;0;0;8;0;0;0;0;0
FR270559594206;Perpignan;Sacha Lotrian;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0
FR270559594206;Perpignan;Leon Seilala Lam;0;0;0;0;0;0;7;6;39;1;3;2;1;5;2;10;0;0;0
FR270559594206;Perpignan;Siosiua Halanukonuka;0;0;0;0;0;0;0;3;9;0;0;0;0;3;0;0;2;0;0
FR270559594206;Perpignan;Tristan Labouteley;0;0;0;0;0;0;6;4;8;0;0;0;1;15;3;0;0;0;0
FR270559594206;Perpignan;Andrei Mahu;0;0;0;0;0;0;4;1;3;0;0;0;1;1;0;0;0;0;0
FR270559594206;Perpignan;Piula Baloiloi Faasalele;2;0;0;0;0;10;1;12;32;0;3;0;0;10;1;0;0;0;0
FR270559594206;Perpignan;Alan Brazo;0;0;0;0;0;0;4;3;11;1;1;0;1;15;1;0;2;0;0
FR270559594206;Perpignan;Genesis Mamea;0;0;0;0;0;0;1;7;23;0;1;0;0;8;0;0;0;0;0
FR270559594206;Perpignan;http://en.espn.co.uk/scrum/rugby/player/35691.html?source=opta;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
FR270559594206;Perpignan;Xavier Chiocci;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;3;1;0
FR270559594206;Perpignan;Shahn Eru;0;0;0;0;0;0;2;4;9;0;0;0;0;6;0;0;0;0;0
FR270559594206;Perpignan;Lucas Bachelier;0;0;0;0;0;0;1;1;2;0;0;0;2;5;0;0;0;0;0
FR270559594206;Perpignan;Matteo Rodor;0;0;0;0;0;0;10;1;8;0;0;0;0;0;0;0;1;0;0
FR270559594206;Perpignan;http://en.espn.co.uk/scrum/rugby/player/35150.html?source=opta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR270559594206;Perpignan;Alivereti Duguivalu;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0
FR270559594206;Perpignan;Arthur Joly;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;1;0;0
FR270559594206;Brive;Joris Jurand;0;0;0;0;0;0;2;8;76;0;2;0;2;5;0;0;1;0;0
FR270559594206;Brive;Setariki Tuicuvu;1;0;0;0;0;5;7;6;53;0;2;1;0;5;3;0;0;0;0
FR270559594206;Brive;Nico Lee;0;0;0;0;0;0;11;5;25;1;2;1;2;6;1;0;0;0;0
FR270559594206;Brive;Guillaume Galletier;0;1;0;0;0;0;7;4;13;0;2;2;0;9;0;0;0;0;0
FR270559594206;Brive;Setareki Bituniyata;0;0;0;0;0;0;4;15;84;0;6;2;2;2;3;0;4;1;0
FR270559594206;Brive;Stuart Olding;0;0;1;1;0;5;17;10;38;0;1;1;0;6;0;0;0;0;0
FR270559594206;Brive;Vasil Lobzhanidze;0;0;0;0;0;0;28;3;12;1;0;2;2;3;0;0;0;0;0
FR270559594206;Brive;Daniel Brennan;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;1;0;0
FR270559594206;Brive;Thomas Acquier;0;0;0;0;0;0;1;5;10;0;0;0;0;9;1;4;0;0;0
FR270559594206;Brive;Luka Japaridze;0;0;0;0;0;0;0;3;4;0;0;0;0;10;3;0;0;0;0
FR270559594206;Brive;Victor Lebas;0;0;0;0;0;0;2;2;0;0;0;0;0;5;2;0;0;0;0
FR270559594206;Brive;Tevita Kasikasi Ratuva;0;0;0;0;0;0;8;5;15;0;2;2;1;13;1;0;2;0;0
FR270559594206;Brive;Retief Marais;0;0;0;0;0;0;1;1;3;0;0;0;0;7;3;0;0;0;0
FR270559594206;Brive;Said Hireche;0;0;0;0;0;0;2;1;5;0;0;0;0;6;0;0;0;0;0
FR270559594206;Brive;So'otala Fa'aso'o;0;0;0;0;0;0;1;10;84;0;3;0;1;7;1;0;0;0;0
FR270559594206;Brive;Florian Dufour;0;0;0;0;0;0;1;3;11;0;0;0;0;4;1;7;0;0;0
FR270559594206;Brive;Simon-Pierre Chauvac;0;0;0;0;0;0;1;4;2;0;0;0;0;3;0;0;0;0;0
FR270559594206;Brive;Andres Zafra Tarazona;0;0;0;0;0;0;0;3;2;0;0;0;0;6;1;0;0;0;0
FR270559594206;Brive;Kitione Kamikamica;0;0;0;0;0;0;2;4;8;0;0;0;1;5;1;0;0;0;0
FR270559594206;Brive;Esteban Abadie;0;0;0;0;0;0;3;2;16;0;0;0;0;2;0;0;0;0;0
FR270559594206;Brive;Paul Abadie;0;0;0;0;0;0;24;1;0;0;0;0;0;3;0;0;0;0;0
FR270559594206;Brive;Enzo Herve;0;0;0;0;0;0;8;0;0;0;0;0;1;2;1;0;0;0;0
FR270559594206;Brive;Soso Bekoshvili;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0
FR270559594205;Stade Toulousain;Thomas Ramos;0;0;2;3;0;13;14;7;38;0;1;0;1;0;0;1;0;0;0
FR270559594205;Stade Toulousain;Dimitri Delibes;0;0;0;0;0;0;2;5;71;1;1;0;0;3;2;0;0;0;0
FR270559594205;Stade Toulousain;Pierre Fouyssac;0;0;0;0;0;0;2;4;7;0;0;0;1;4;0;0;1;0;0
FR270559594205;Stade Toulousain;Pita Ahki;0;0;0;0;0;0;6;4;15;0;0;0;0;4;0;0;1;0;0
FR270559594205;Stade Toulousain;Matthis Lebel;0;0;0;0;0;0;1;10;28;0;5;1;1;3;1;0;1;0;0
FR270559594205;Stade Toulousain;Romain Ntamack;0;0;0;0;0;0;14;5;55;0;1;0;5;4;2;0;0;0;0
FR270559594205;Stade Toulousain;Antoine Dupont;1;0;0;0;0;5;58;17;17;0;3;5;2;4;1;0;0;0;0
FR270559594205;Stade Toulousain;Cyril Baille;0;0;0;0;0;0;2;3;3;0;0;0;0;6;0;0;1;0;0
FR270559594205;Stade Toulousain;Julien Marchand;0;0;0;0;0;0;2;5;34;1;2;0;0;5;1;6;1;0;0
FR270559594205;Stade Toulousain;Dorian Aldegheri;0;0;0;0;0;0;0;1;1;0;0;0;0;5;0;0;1;0;0
FR270559594205;Stade Toulousain;Rory Wiremu Arnold;0;1;0;0;0;0;9;3;0;0;0;0;0;6;2;0;1;0;0
FR270559594205;Stade Toulousain;Emmanuel Meafou;0;0;0;0;0;0;4;9;21;0;2;0;1;5;1;0;1;0;0
FR270559594205;Stade Toulousain;Rynhardt Elstadt;0;0;0;0;0;0;5;3;19;0;0;0;1;8;3;0;1;0;0
FR270559594205;Stade Toulousain;Thibaud Flament;1;0;0;0;0;5;3;5;55;1;4;0;1;6;0;0;0;0;0
FR270559594205;Stade Toulousain;Anthony Jelonch;0;0;0;0;0;0;4;9;34;0;1;0;2;10;2;0;1;0;0
FR270559594205;Stade Toulousain;Peato Mauvaka;0;0;0;0;0;0;1;2;26;0;0;0;0;3;0;5;0;0;0
FR270559594205;Stade Toulousain;Rodrigue Neti;0;0;0;0;0;0;2;3;0;0;0;0;0;3;1;0;0;0;0
FR270559594205;Stade Toulousain;Joseph Iosefa Tekori;0;0;0;0;0;0;1;3;11;1;2;0;0;1;0;0;0;0;0
FR270559594205;Stade Toulousain;Antoine Miquel;0;0;0;0;0;0;0;1;8;0;0;0;0;1;0;0;0;0;0
FR270559594205;Stade Toulousain;Francois Cros;0;0;0;0;0;0;2;3;8;0;0;0;0;4;0;0;0;0;0
FR270559594205;Stade Toulousain;Baptiste Germain;0;0;0;0;0;0;8;0;0;0;0;0;0;1;0;0;0;0;0
FR270559594205;Stade Toulousain;Maxime Medard;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
FR270559594205;Stade Toulousain;David Faimafiliotama'ita'i Ainu'u;0;0;0;0;0;0;1;2;5;0;0;0;1;1;0;0;0;0;0
FR270559594205;La Rochelle;Brice Dulin;1;0;0;0;0;5;0;3;43;0;2;0;1;1;0;0;0;0;0
FR270559594205;La Rochelle;Dillyn Yullrich Leyds;0;1;0;0;0;0;3;2;8;0;1;0;1;3;0;0;0;0;0
FR270559594205;La Rochelle;Jérémy Sinzelle;0;0;0;0;0;0;8;2;9;0;1;0;2;10;3;0;0;0;0
FR270559594205;La Rochelle;Levani Botia Veivuke;0;0;0;0;0;0;2;7;20;0;1;1;1;2;1;0;1;0;0
FR270559594205;La Rochelle;Raymond Kofi Rhule;0;0;0;0;0;0;4;3;30;0;0;0;3;5;3;0;0;0;0
FR270559594205;La Rochelle;Ihaia Thomas West;0;0;1;2;1;11;21;3;42;0;2;1;0;4;0;1;0;0;0
FR270559594205;La Rochelle;Arthur Joel Retiere;0;0;0;0;0;0;33;4;22;0;2;1;0;3;1;0;0;0;0
FR270559594205;La Rochelle;Reda Wardi;0;0;0;0;0;0;2;6;3;0;0;0;0;6;0;0;2;0;0
FR270559594205;La Rochelle;Pierre Bourgarit;0;0;0;0;0;0;1;5;23;0;1;0;3;6;3;10;3;0;0
FR270559594205;La Rochelle;Uini Atonio;0;0;0;0;0;0;3;4;7;0;1;0;0;3;1;0;0;0;0
FR270559594205;La Rochelle;Romain Sazy;0;0;0;0;0;0;5;0;0;0;0;0;0;7;1;0;0;0;0
FR270559594205;La Rochelle;Remi Picquette;0;0;0;0;0;0;1;4;2;0;0;0;1;11;2;0;0;0;0
FR270559594205;La Rochelle;Wian Liebenberg;0;0;0;0;0;0;2;5;10;0;0;1;1;14;2;0;2;0;0
FR270559594205;La Rochelle;Matthias Haddad;0;0;0;0;0;0;3;3;7;0;1;0;0;10;0;0;0;0;0
FR270559594205;La Rochelle;Gregory Alldritt;0;0;0;0;0;0;10;9;29;0;1;0;2;7;2;0;1;0;0
FR270559594205;La Rochelle;Facundo Bosch;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;6;0;0;0
FR270559594205;La Rochelle;Dany Priso;0;0;0;0;0;0;0;2;0;0;0;0;0;7;0;0;0;0;0
FR270559594205;La Rochelle;Thomas Lavault;0;0;0;0;0;0;4;4;1;0;0;0;1;5;0;0;0;0;0
FR270559594205;La Rochelle;Victor Vasefanua Junior Vito;0;0;0;0;0;0;0;1;0;0;0;0;0;4;1;0;0;0;0
FR270559594205;La Rochelle;Tawera Narada James Kerr-Barlow;0;0;0;0;0;0;19;3;2;0;1;0;1;1;0;0;1;0;0
FR270559594205;La Rochelle;Jonathan Danty;0;0;0;0;0;0;3;3;15;0;1;0;2;5;0;0;0;0;0
FR270559594205;La Rochelle;Jules Favre;0;0;0;0;0;0;0;6;56;0;1;0;1;4;1;0;0;0;0
FR270559594205;La Rochelle;Joel Sclavi;0;0;0;0;0;0;1;0;0;0;0;0;0;6;1;0;0;0;0
FR270559594204;Pau;Antoine Hastoy;0;0;1;2;0;8;7;2;0;0;0;0;0;4;1;0;0;0;0
FR270559594204;Pau;Eoghan Barrett;0;0;0;0;0;0;1;3;26;0;1;0;2;4;1;0;1;0;0
FR270559594204;Pau;Marco Zanon;0;0;0;0;0;0;2;4;43;1;2;0;2;7;1;0;0;0;0
FR270559594204;Pau;Jale Kaikadavu Vatubua;0;0;0;0;0;0;5;3;9;0;2;0;0;13;1;0;0;0;0
FR270559594204;Pau;Vincent Pinto;0;1;0;0;0;0;2;6;34;0;2;1;1;9;2;0;0;0;0
FR270559594204;Pau;Zack William Henry;1;1;0;1;0;8;16;2;14;0;0;0;1;7;1;0;0;0;0
FR270559594204;Pau;Thibault Daubagna;0;0;0;0;0;0;24;2;19;1;1;0;2;6;0;0;0;0;0
FR270559594204;Pau;Remi Seneca;0;0;0;0;0;0;0;4;12;0;1;0;0;6;1;0;4;1;0
FR270559594204;Pau;Lucas Rey;0;0;0;0;0;0;4;2;12;0;0;0;0;10;1;11;0;0;0
FR270559594204;Pau;Nicolas Corato;0;0;0;0;0;0;0;1;3;0;0;0;0;7;1;0;0;1;0
FR270559594204;Pau;Steven Cummins;0;0;0;0;0;0;4;0;0;0;0;0;0;5;1;0;1;0;0
FR270559594204;Pau;Lekima Tagitagivalu;0;0;0;0;0;0;2;3;23;1;1;0;0;13;4;0;1;0;0
FR270559594204;Pau;Beka Gorgadze;0;0;0;0;0;0;6;5;2;0;2;0;0;24;3;0;1;0;0
FR270559594204;Pau;Reece Hewat;1;0;0;0;0;5;2;2;16;1;2;1;0;9;1;0;1;0;0
FR270559594204;Pau;Giovanni Kueffner;0;0;0;0;0;0;2;7;61;1;2;1;1;7;3;0;0;0;0
FR270559594204;Pau;Quentin Lespiaucq;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;0;0;0
FR270559594204;Pau;Ignacio Calles;0;0;0;0;0;0;1;0;0;0;0;0;0;7;1;0;1;0;0
FR270559594204;Pau;Daniel Ramsay;0;0;0;0;0;0;1;1;1;0;0;0;0;4;0;0;1;1;0
FR270559594204;Pau;Martin Puech;0;0;0;0;0;0;1;1;4;0;0;0;1;13;0;0;0;0;0
FR270559594204;Pau;Clovis Lebail;0;0;0;0;0;0;9;0;0;0;0;0;0;1;2;0;2;0;0
FR270559594204;Pau;Thibault Debaes;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
FR270559594204;Pau;Elliot Roudil;0;0;0;0;0;0;0;2;16;0;1;0;0;2;0;0;1;0;0
FR270559594204;Pau;Siate Tokolahi;0;0;0;0;0;0;0;1;1;0;0;0;0;8;1;0;0;0;0
FR270559594204;Racing 92;Max Spring;0;0;0;0;0;0;2;8;74;0;5;0;2;0;1;0;1;0;0
FR270559594204;Racing 92;Donovan Taofifenua;0;0;0;0;0;0;4;8;50;2;1;0;1;0;2;0;1;0;0
FR270559594204;Racing 92;Virimi Vakatawa;0;0;0;0;0;0;8;6;36;0;3;2;0;4;3;0;0;0;0
FR270559594204;Racing 92;Henry Chavancy;0;0;0;0;0;0;6;12;34;0;5;1;0;4;0;0;0;0;0
FR270559594204;Racing 92;Juan Jose Imhoff;1;0;0;0;0;5;4;9;66;2;4;2;0;1;1;0;0;0;0
FR270559594204;Racing 92;Finn Alastair Russell;0;0;0;0;0;0;29;4;21;0;0;2;1;1;2;0;0;0;0
FR270559594204;Racing 92;Maxime Machenaud;0;0;3;2;0;12;78;0;0;0;0;0;0;5;2;0;1;0;0
FR270559594204;Racing 92;Guram Gogichashvili;0;0;0;0;0;0;1;6;22;0;1;0;0;4;0;0;0;1;0
FR270559594204;Racing 92;Teddy Baubigny;0;0;0;0;0;0;3;10;18;0;0;0;0;5;0;11;1;0;0
FR270559594204;Racing 92;Trevor Ntando Nyakane;1;0;0;0;0;5;0;10;9;0;1;0;0;2;1;0;0;0;0
FR270559594204;Racing 92;Bernard le Roux;0;0;0;0;0;0;2;4;12;0;1;0;1;4;1;0;2;0;0
FR270559594204;Racing 92;Baptiste Pesenti;1;0;0;0;0;5;2;15;11;0;2;1;0;6;1;0;1;0;0
FR270559594204;Racing 92;Ibrahim Diallo;1;0;0;0;0;5;2;6;28;0;0;0;2;7;1;0;1;0;0
FR270559594204;Racing 92;Baptiste Chouzenoux;0;0;0;0;0;0;1;3;11;0;0;0;0;4;0;0;0;0;0
FR270559594204;Racing 92;http://en.espn.co.uk/scrum/rugby/player/37222.html?source=opta;0;0;0;0;0;0;6;13;58;1;2;1;1;5;0;0;0;0;0
FR270559594204;Racing 92;Kevin Le Guen;1;0;0;0;0;5;0;1;5;0;0;0;0;2;0;4;0;0;0
FR270559594204;Racing 92;Eddy Ben Arous;0;0;0;0;0;0;1;6;13;0;1;0;0;5;1;0;1;0;0
FR270559594204;Racing 92;Anton Bresler;0;0;0;0;0;0;1;1;1;0;0;0;0;2;1;0;1;0;0
FR270559594204;Racing 92;http://en.espn.co.uk/scrum/rugby/player/38611.html?source=opta;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0
FR270559594204;Racing 92;Antoine Gibert;0;0;1;1;0;5;14;1;24;0;1;0;0;0;0;0;1;0;0
FR270559594204;Racing 92;Ben Thomas Tuvula Volavola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR270559594204;Racing 92;Louis Dupichot;0;1;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0
FR270559594204;Racing 92;Georges-Henri Colombe;0;0;0;0;0;0;0;4;5;0;2;0;0;2;0;0;1;0;0
FR270559594203;Lyon;Clement Laporte;1;0;0;0;0;5;3;4;32;0;2;0;0;3;0;0;0;0;0
FR270559594203;Lyon;Xavier Mignot;0;0;0;0;0;0;2;4;39;0;0;1;1;3;0;0;1;0;0
FR270559594203;Lyon;Josua Tuisova Ratulevu;0;0;0;0;0;0;4;8;33;0;5;3;0;5;2;0;0;0;0
FR270559594203;Lyon;Charlie James Ngatai;1;1;0;0;0;5;8;5;58;2;2;2;0;7;2;0;0;0;0
FR270559594203;Lyon;Davit Niniashvili;0;1;0;0;0;0;3;6;43;1;2;1;2;4;1;0;1;0;0
FR270559594203;Lyon;Leo Berdeu;0;0;3;4;0;18;4;4;6;0;0;1;1;3;1;0;0;0;0
FR270559594203;Lyon;Jonathan Pelissie;0;1;0;0;0;0;31;3;2;0;0;2;0;2;2;0;0;0;0
FR270559594203;Lyon;Sebastien Taofifenua;0;0;0;0;0;0;5;6;10;0;1;1;1;8;1;0;1;0;0
FR270559594203;Lyon;Mickael Ivaldi;0;0;0;0;0;0;0;1;1;0;0;0;0;13;3;10;0;0;0
FR270559594203;Lyon;Demba Bamba;1;0;0;0;0;5;0;8;22;0;2;0;0;11;2;0;2;0;0
FR270559594203;Lyon;Joel Awanka S. Kpoku;0;1;0;0;0;0;4;3;31;1;1;0;0;15;1;0;1;0;0
FR270559594203;Lyon;Romain Taofifenua;0;0;0;0;0;0;1;4;25;0;0;0;0;7;0;0;0;0;0
FR270559594203;Lyon;Dylan Cretin;1;0;0;0;0;5;7;5;29;1;2;1;1;10;1;0;0;0;0
FR270559594203;Lyon;Beka Saginadze;0;0;0;0;0;0;4;3;7;0;0;0;0;8;0;0;0;0;0
FR270559594203;Lyon;Patrick Sobela;0;0;0;0;0;0;4;5;27;0;2;1;1;5;0;0;0;0;0
FR270559594203;Lyon;http://en.espn.co.uk/scrum/rugby/player/39718.html?source=opta;0;0;0;0;0;0;1;1;3;0;0;0;0;9;0;0;0;0;0
FR270559594203;Lyon;Vivien Devisme;0;0;0;0;0;0;1;0;0;0;0;0;0;7;0;0;2;0;0
FR270559594203;Lyon;Temo Mayanavanua;0;0;0;0;0;0;1;1;6;0;0;0;0;8;0;0;1;0;0
FR270559594203;Lyon;Loann Goujon;0;0;0;0;0;0;2;0;0;0;0;0;0;10;0;0;1;0;0
FR270559594203;Lyon;Baptiste Amedee Couilloud;1;1;0;0;0;5;13;2;83;0;3;0;0;4;0;0;0;0;0
FR270559594203;Lyon;Jean-Marc Doussain;0;0;0;0;0;0;1;2;1;0;0;0;2;4;1;0;0;0;0
FR270559594203;Lyon;Pierre-Louis Barassi;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0
FR270559594203;Lyon;Francisco Tomas Gomez Kodela;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
FR270559594203;Montpellier Herault;Anthony Bouthier;0;0;0;0;0;0;6;9;62;1;3;0;0;1;1;0;0;0;0
FR270559594203;Montpellier Herault;Julien Tisseron;0;0;0;0;0;0;13;5;30;0;2;0;0;2;3;0;0;0;0
FR270559594203;Montpellier Herault;Thomas Darmon;0;0;0;0;0;0;4;9;36;0;1;1;0;5;1;0;0;0;0
FR270559594203;Montpellier Herault;Paolo Garbisi;0;0;0;1;0;3;12;5;3;0;0;1;0;7;3;0;0;0;0
FR270559594203;Montpellier Herault;Gabriel Ngandebe;0;0;0;0;0;0;6;4;20;0;1;0;0;5;4;1;0;0;0
FR270559594203;Montpellier Herault;Handre Pollard;0;0;2;1;0;7;23;4;6;0;0;0;2;4;2;0;0;0;0
FR270559594203;Montpellier Herault;Benoit Paillaugue;0;0;0;0;0;0;39;5;46;1;2;0;0;2;1;0;0;0;0
FR270559594203;Montpellier Herault;Titi E. Lamositele;0;0;0;0;0;0;0;2;3;0;0;0;1;3;0;0;0;0;0
FR270559594203;Montpellier Herault;Jeremie Maurouard;0;0;0;0;0;0;1;4;1;0;0;0;0;4;0;4;0;0;0
FR270559594203;Montpellier Herault;Mohamed Haouas;0;0;0;0;0;0;0;8;9;0;3;0;1;4;1;0;1;0;1
FR270559594203;Montpellier Herault;Florian Verhaeghe;0;0;0;0;0;0;2;7;8;0;0;0;1;7;1;0;0;0;0
FR270559594203;Montpellier Herault;Paul Willemse;0;0;0;0;0;0;0;3;4;0;0;0;0;3;0;0;0;0;0
FR270559594203;Montpellier Herault;Yacouba Camara;0;0;0;0;0;0;5;6;8;0;0;2;1;4;0;0;1;0;0
FR270559594203;Montpellier Herault;Alexandre Becognee;0;0;0;0;0;0;1;5;9;0;0;1;2;5;2;0;2;0;0
FR270559594203;Montpellier Herault;Marco Tauleigne;1;0;0;0;0;5;2;9;7;0;0;1;0;8;0;0;1;0;0
FR270559594203;Montpellier Herault;Guilhem Guirado;1;0;0;0;0;5;2;11;31;0;0;1;1;2;0;6;0;0;0
FR270559594203;Montpellier Herault;Enzo Forletta;0;0;0;0;0;0;1;8;6;0;1;0;1;3;0;0;1;0;0
FR270559594203;Montpellier Herault;Bastien Chalureau;0;0;0;0;0;0;3;11;24;0;1;2;0;2;0;0;2;0;0
FR270559594203;Montpellier Herault;Zach Ivan Mercer;0;0;0;0;0;0;2;6;14;0;0;0;1;2;1;0;1;0;0
FR270559594203;Montpellier Herault;http://en.espn.co.uk/scrum/rugby/player/39687.html?source=opta;0;0;0;0;0;0;40;0;0;0;0;0;1;0;1;0;0;0;0
FR270559594203;Montpellier Herault;Vincent Rattez;0;0;0;0;0;0;1;1;8;0;1;0;1;0;0;0;0;0;0
FR270559594203;Montpellier Herault;Pierre Lucas;0;0;0;0;0;0;2;3;16;0;2;0;1;1;0;0;0;0;0
FR270559594203;Montpellier Herault;Henry Morgan Thomas;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0
FR270559594202;Bordeaux Begles;Romain Buros;0;0;0;0;0;0;5;11;96;0;0;0;4;1;1;0;1;0;0
FR270559594202;Bordeaux Begles;Geoffrey Cros;0;0;0;0;0;0;2;9;22;0;0;0;3;0;1;0;0;0;0
FR270559594202;Bordeaux Begles;Ulupano Seuteni;0;0;0;0;0;0;8;6;2;0;2;0;1;2;0;0;0;0;0
FR270559594202;Bordeaux Begles;Yoram Falatea Mulifenua Pio Moefana;0;0;0;0;0;0;11;7;23;1;2;1;2;5;0;0;1;0;0
FR270559594202;Bordeaux Begles;Ben Lam;0;0;0;0;0;0;6;5;42;1;4;1;1;5;2;0;0;0;0
FR270559594202;Bordeaux Begles;Matthieu Jalibert;0;0;0;0;0;0;21;5;2;0;0;2;2;5;2;0;0;0;0
FR270559594202;Bordeaux Begles;Maxime Lucu;0;0;0;3;0;9;58;7;30;0;5;0;0;6;0;0;1;0;0
FR270559594202;Bordeaux Begles;Thierry Paiva;0;0;0;0;0;0;3;8;23;0;0;0;1;4;0;0;3;0;0
FR270559594202;Bordeaux Begles;Maxime Lamothe;0;0;0;0;0;0;2;3;2;0;0;0;0;6;1;10;0;0;0
FR270559594202;Bordeaux Begles;Vadim Cobilas;0;0;0;0;0;0;4;5;6;0;0;0;0;3;0;0;0;0;0
FR270559594202;Bordeaux Begles;Kane Patrick Douglas;0;0;0;0;0;0;1;2;2;0;0;0;0;3;0;0;0;0;0
FR270559594202;Bordeaux Begles;Louis G.P. Picamoles;0;0;0;0;0;0;5;6;6;0;0;1;1;7;0;0;0;0;0
FR270559594202;Bordeaux Begles;http://en.espn.co.uk/scrum/rugby/player/38613.html?source=opta;0;0;0;0;0;0;1;0;0;0;0;0;2;7;1;0;0;0;0
FR270559594202;Bordeaux Begles;Mahamadou Diaby;0;0;0;0;0;0;6;6;21;0;2;0;0;10;1;0;1;0;0
FR270559594202;Bordeaux Begles;Cameron Woki;0;0;0;0;0;0;6;5;13;0;1;0;1;5;1;0;2;0;0
FR270559594202;Bordeaux Begles;Joseph Dweba;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;2;0;0;0
FR270559594202;Bordeaux Begles;Enzo Baggiani;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
FR270559594202;Bordeaux Begles;Thomas Jolmes;0;0;0;0;0;0;4;4;9;0;0;0;2;0;0;0;0;0;0
FR270559594202;Bordeaux Begles;Alexandre Roumat;0;0;0;0;0;0;5;2;0;0;0;0;0;2;0;0;0;0;0
FR270559594202;Bordeaux Begles;Jules Gimbert;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0
FR270559594202;Bordeaux Begles;Francois Trinh-Duc;0;0;0;0;0;0;7;3;9;0;1;0;0;0;0;0;0;0;0
FR270559594202;Bordeaux Begles;http://en.espn.co.uk/scrum/rugby/player/39374.html?source=opta;0;0;0;0;0;0;1;3;32;0;1;1;2;0;0;0;0;0;0
FR270559594202;Bordeaux Begles;Lekso Kaulashvili;0;0;0;0;0;0;0;1;18;0;2;0;0;1;0;0;1;0;0
FR270559594202;Toulon;Aymeric Luc;2;0;0;0;0;10;3;2;34;1;1;0;1;1;1;1;0;0;0
FR270559594202;Toulon;Jiuta Naqoli Wainiqolo;0;0;0;0;0;0;2;4;46;0;1;1;1;3;0;0;0;0;0
FR270559594202;Toulon;Julien Heriteau;0;0;0;0;0;0;0;2;1;0;1;0;1;7;1;0;0;0;0
FR270559594202;Toulon;Duncan Paia'aua;0;0;0;0;0;0;3;5;15;1;1;0;1;8;6;0;1;0;0
FR270559594202;Toulon;Gabin Villiere;0;0;0;0;0;0;1;6;11;0;2;0;1;13;1;0;0;0;0
FR270559594202;Toulon;Louis Carbonel;0;0;2;5;0;19;10;6;6;0;1;0;3;6;1;0;0;0;0
FR270559594202;Toulon;Baptiste Serin;0;1;0;0;0;0;23;3;16;0;2;1;1;7;0;0;2;0;0
FR270559594202;Toulon;Jean-Baptiste Gros;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;1;1;0
FR270559594202;Toulon;Christopher-Eric Tolofua;0;0;0;0;0;0;2;1;6;0;0;0;0;8;1;12;1;0;0
FR270559594202;Toulon;Beka Gigashvili;0;0;0;0;0;0;1;2;3;0;0;0;0;4;1;0;2;0;0
FR270559594202;Toulon;Eben Etzebeth;0;0;0;0;0;0;6;4;0;0;0;0;1;8;0;0;0;0;0
FR270559594202;Toulon;Swan Rebbadj;0;0;0;0;0;0;8;4;0;0;0;0;1;5;0;0;0;0;0
FR270559594202;Toulon;Cornell Gerhard du Preez;0;0;0;0;0;0;3;4;7;0;0;0;0;13;3;0;0;0;0
FR270559594202;Toulon;Raphael Lakafia;0;0;0;0;0;0;2;3;4;0;0;0;0;9;1;0;1;0;0
