MATCH_ID;MINUTE;HOME_SCORE;AWAY_SCORE;ACTION_TYPE;PLAYER;TEAM
FR270559593411;1.0;0;0;Start of first half;;
FR270559593411;12.0;0;3;Penalty goal;Thomas Ramos;Stade Toulousain
FR270559593411;28.0;5;3;Try;Ulupano Seuteni;Bordeaux Begles
FR270559593411;29.0;7;3;Conversion;Ulupano Seuteni;Bordeaux Begles
FR270559593411;32.0;7;8;Try;Emmanuel Meafou;Stade Toulousain
FR270559593411;34.0;7;10;Conversion;Thomas Ramos;Stade Toulousain
FR270559593411;37.0;7;13;Penalty goal;Thomas Ramos;Stade Toulousain
FR270559593411;42.0;7;13;End of first half;;
FR270559593411;40.0;7;13;Start of second half;;
FR270559593411;40.0;7;13;Substitute off;Joseph Dweba;Bordeaux Begles
FR270559593411;40.0;7;13;Substitute on;Clément Maynadier;Bordeaux Begles
FR270559593411;41.0;7;13;Substitute off;Jefferson Poirot;Bordeaux Begles
FR270559593411;41.0;7;13;Substitute on;Thierry Paiva;Bordeaux Begles
FR270559593411;41.0;7;13;Substitute on;Ben Tameifuna;Bordeaux Begles
FR270559593411;41.0;7;13;Substitute off;Vadim Cobilas;Bordeaux Begles
FR270559593411;41.0;7;13;Substitute off;David Ainu'u;Stade Toulousain
FR270559593411;41.0;7;13;Substitute on;Charlie Faumuina;Stade Toulousain
FR270559593411;41.0;7;13;Substitute off;Emmanuel Meafou;Stade Toulousain
FR270559593411;41.0;7;13;Substitute on;Jerome Kaino;Stade Toulousain
FR270559593411;41.0;7;13;Substitute on;Kane Douglas;Bordeaux Begles
FR270559593411;41.0;7;13;Substitute off;Thomas Jolmes;Bordeaux Begles
FR270559593411;46.0;10;13;Penalty goal;Ulupano Seuteni;Bordeaux Begles
FR270559593411;50.0;10;13;Yellow card;Cyril Cazeaux;Bordeaux Begles
FR270559593411;50.0;10;16;Penalty goal;Thomas Ramos;Stade Toulousain
FR270559593411;55.0;10;16;Substitute off;Rodrigue Neti;Stade Toulousain
FR270559593411;55.0;10;16;Substitute on;Cyril Baille;Stade Toulousain
FR270559593411;55.0;10;16;Substitute off;Romain Ntamack;Stade Toulousain
FR270559593411;55.0;10;16;Substitute on;Lucas Tauzin;Stade Toulousain
FR270559593411;55.0;10;16;Substitute off;Ulupano Seuteni;Bordeaux Begles
FR270559593411;55.0;10;16;Substitute on;Matthieu Jalibert;Bordeaux Begles
FR270559593411;55.0;10;16;Substitute off;Maxime Lucu;Bordeaux Begles
FR270559593411;55.0;10;16;Substitute on;Yann Lesgourgues;Bordeaux Begles
FR270559593411;58.0;10;16;Substitute on;Jefferson Poirot;Bordeaux Begles
FR270559593411;58.0;10;16;Substitute off;Thierry Paiva;Bordeaux Begles
FR270559593411;59.0;10;16;Substitute on;Guillaume Marchand;Stade Toulousain
FR270559593411;59.0;10;16;Substitute off;Julien Marchand;Stade Toulousain
FR270559593411;63.0;10;16;Substitute off;Guido Petti Pagadizabal;Bordeaux Begles
FR270559593411;63.0;10;16;Substitute on;Louis Picamoles;Bordeaux Begles
FR270559593411;67.0;10;16;Substitute on;Jean-Baptiste Dubie;Bordeaux Begles
FR270559593411;67.0;10;16;Substitute off;Pablo Uberti;Bordeaux Begles
FR270559593411;68.0;10;16;Substitute on;Selevasio Tolofua;Stade Toulousain
FR270559593411;68.0;10;16;Substitute off;Rynhardt Elstadt;Stade Toulousain
FR270559593411;70.0;10;16;Substitute on;Alexi Bales;Stade Toulousain
FR270559593411;70.0;10;16;Substitute off;Thomas Ramos;Stade Toulousain
FR270559593411;70.0;10;16;Substitute on;Ulupano Seuteni;Bordeaux Begles
FR270559593411;70.0;10;16;Substitute off;Remi Lamerat;Bordeaux Begles
FR270559593411;70.0;10;16;Substitute on;Juan Cruz Mallia;Stade Toulousain
FR270559593411;70.0;10;16;Substitute off;Matthis Lebel;Stade Toulousain
FR270559593411;77.0;10;16;Substitute off;Charlie Faumuina;Stade Toulousain
FR270559593411;77.0;10;16;Substitute on;David Ainu'u;Stade Toulousain
FR270559593411;80.0;10;21;Try;Lucas Tauzin;Stade Toulousain
FR270559593411;82.0;7;21;End of second half;;
FR270559593410;1.0;0;0;Start of first half;;
FR270559593410;3.0;5;0;Try;Teddy Baubigny;Racing 92
FR270559593410;4.0;7;0;Conversion;Finn Russell;Racing 92
FR270559593410;15.0;12;0;Try;Teddy Baubigny;Racing 92
FR270559593410;16.0;14;0;Conversion;Finn Russell;Racing 92
FR270559593410;21.0;19;0;Try;Nolann Le Garrec;Racing 92
FR270559593410;23.0;21;0;Conversion;Finn Russell;Racing 92
FR270559593410;26.0;21;0;Substitute on;Kevin Le Guen;Racing 92
FR270559593410;26.0;21;0;Substitute off;Teddy Baubigny;Racing 92
FR270559593410;26.0;21;0;Substitute off;Baptiste Chouzenoux;Racing 92
FR270559593410;26.0;21;0;Substitute on;Boris Palu;Racing 92
FR270559593410;31.0;21;5;Try;Mesake Doge;Brive
FR270559593410;34.0;26;5;Try;Teddy Thomas;Racing 92
FR270559593410;41.0;26;5;End of first half;;
FR270559593410;40.0;26;5;Start of second half;;
FR270559593410;45.0;31;5;Try;Donovan Taofifenua;Racing 92
FR270559593410;46.0;31;5;Substitute on;Hassane Kolingar;Racing 92
FR270559593410;46.0;31;5;Substitute off;Eddy Ben Arous;Racing 92
FR270559593410;47.0;31;5;Substitute off;Georges-Henri Colombe;Racing 92
FR270559593410;47.0;31;5;Substitute on;Cedate Gomes Sa;Racing 92
FR270559593410;50.0;38;5;Penalty try;Penalty_try;HOME_TEAM
FR270559593410;50.0;38;5;Yellow card;Vano Karkadze;Brive
FR270559593410;50.0;38;5;Substitute off;Virimi Vakatawa;Racing 92
FR270559593410;50.0;38;5;Substitute on;Francois Trinh-Duc;Racing 92
FR270559593410;50.0;38;5;Substitute on;Cody Thomas;Brive
FR270559593410;50.0;38;5;Substitute off;Simon-Pierre Chauvac;Brive
FR270559593410;50.0;38;5;Substitute off;Mesake Doge;Brive
FR270559593410;50.0;38;5;Substitute on;Luka Japaridze;Brive
FR270559593410;51.0;38;5;Substitute off;Dominic Bird;Racing 92
FR270559593410;51.0;38;5;Substitute on;Donnacha Ryan;Racing 92
FR270559593410;52.0;38;5;Substitute on;Florian Dufour;Brive
FR270559593410;52.0;38;5;Substitute off;Irakli Tskhadadze;Brive
FR270559593410;52.0;38;5;Substitute off;Hayden Thompson-Stringer;Brive
FR270559593410;52.0;38;5;Substitute on;Daniel Brennan;Brive
FR270559593410;55.0;38;5;Substitute on;Louis Dupichot;Racing 92
FR270559593410;55.0;38;5;Substitute off;Kurtley Beale;Racing 92
FR270559593410;55.0;38;5;Substitute on;Sevanaia Galala;Brive
FR270559593410;55.0;38;5;Substitute off;Nico Lee;Brive
FR270559593410;55.0;38;5;Substitute on;Setariki Tuicuvu;Brive
FR270559593410;55.0;38;5;Substitute off;Eneriko Buliruarua;Brive
FR270559593410;61.0;38;5;Yellow card;Guillaume Galletier;Brive
FR270559593410;61.0;43;5;Try;Yoan Tanga Mangene;Racing 92
FR270559593410;62.0;43;5;Substitute off;Vano Karkadze;Brive
FR270559593410;62.0;43;5;Substitute on;Peniami Narisia;Brive
FR270559593410;62.0;43;5;Substitute on;Julien Blanc;Brive
FR270559593410;62.0;43;5;Substitute off;Tedo Abzhandadze;Brive
FR270559593410;62.0;45;5;Conversion;Finn Russell;Racing 92
FR270559593410;62.0;45;5;Substitute off;Finn Russell;Racing 92
FR270559593410;62.0;45;5;Substitute on;Antoine Gibert;Racing 92
FR270559593410;66.0;45;5;Substitute on;Dominic Bird;Racing 92
FR270559593410;66.0;45;5;Substitute off;Bernard le Roux;Racing 92
FR270559593410;69.0;45;10;Try;Setariki Tuicuvu;Brive
FR270559593410;70.0;45;12;Conversion;Julien Blanc;Brive
FR270559593410;70.0;45;12;Substitute off;Retief Marais;Brive
FR270559593410;70.0;45;12;Substitute on;Hayden Thompson-Stringer;Brive
FR270559593410;73.0;50;12;Try;Antonie Claassen;Racing 92
FR270559593410;75.0;52;12;Conversion;Antoine Gibert;Racing 92
FR270559593410;75.0;52;12;Substitute on;Virimi Vakatawa;Racing 92
FR270559593410;75.0;52;12;Substitute off;Gael Fickou;Racing 92
FR270559593410;75.0;52;12;Substitute on;Tedo Abzhandadze;Brive
FR270559593410;75.0;52;12;Substitute off;David Delarue;Brive
FR270559593410;82.0;55;12;End of second half;;
FR270559593410;81.0;55;12;Penalty goal;Antonie Claassen;Racing 92
FR270559593409;1.0;0;0;Start of first half;;
FR270559593409;3.0;5;0;Try;Aminiasi Tuimaba;Pau
FR270559593409;4.0;7;0;Conversion;Antoine Hastoy;Pau
FR270559593409;9.0;7;3;Penalty goal;Handre Pollard;Montpellier Herault
FR270559593409;11.0;12;3;Try;Tumua Manu;Pau
FR270559593409;16.0;12;3;Yellow card;Tyler Duguid;Montpellier Herault
FR270559593409;30.0;17;3;Try;Matt Philip;Pau
FR270559593409;31.0;19;3;Conversion;Antoine Hastoy;Pau
FR270559593409;32.0;19;3;Substitute on;Anthony Bouthier;Montpellier Herault
FR270559593409;32.0;19;3;Substitute off;Yvan Reilhac;Montpellier Herault
FR270559593409;32.0;19;3;Substitute off;Tumua Manu;Pau
FR270559593409;32.0;19;3;Substitute on;Julien Fumat;Pau
FR270559593409;32.0;19;3;Substitute on;Jules Danglot;Montpellier Herault
FR270559593409;32.0;19;3;Substitute off;Cobus Reinach;Montpellier Herault
FR270559593409;37.0;22;3;Penalty goal;Antoine Hastoy;Pau
FR270559593409;40.0;22;8;Try;Julien Tisseron;Montpellier Herault
FR270559593409;40.0;22;10;Conversion;Handre Pollard;Montpellier Herault
FR270559593409;41.0;22;10;End of first half;;
FR270559593409;40.0;22;10;Start of second half;;
FR270559593409;40.0;22;10;Substitute on;Tumua Manu;Pau
FR270559593409;40.0;22;10;Substitute off;Alexandre Dumoulin;Pau
FR270559593409;41.0;22;10;Substitute on;Baptiste Pesenti;Pau
FR270559593409;41.0;22;10;Substitute off;Matt Philip;Pau
FR270559593409;41.0;22;10;Substitute off;Jules Danglot;Montpellier Herault
FR270559593409;41.0;22;10;Substitute on;Cobus Reinach;Montpellier Herault
FR270559593409;44.0;22;13;Penalty goal;Handre Pollard;Montpellier Herault
FR270559593409;48.0;27;13;Try;Julien Fumat;Pau
FR270559593409;49.0;27;13;Substitute on;Enzo Forletta;Montpellier Herault
FR270559593409;49.0;27;13;Substitute off;Gregory Fichten;Montpellier Herault
FR270559593409;49.0;27;13;Substitute off;Youri Delhommel;Montpellier Herault
FR270559593409;49.0;27;13;Substitute on;Guilhem Guirado;Montpellier Herault
FR270559593409;49.0;27;13;Substitute off;Titi Lamositele;Montpellier Herault
FR270559593409;49.0;27;13;Substitute on;Mohamed Haouas;Montpellier Herault
FR270559593409;49.0;27;13;Substitute on;Antoine Guillamon;Montpellier Herault
FR270559593409;49.0;27;13;Substitute off;Gigi Leshkasheli;Montpellier Herault
FR270559593409;53.0;27;18;Try;Cobus Reinach;Montpellier Herault
FR270559593409;54.0;27;20;Conversion;Handre Pollard;Montpellier Herault
FR270559593409;54.0;27;20;Yellow card;Giovanni Habel-Kueffner;Pau
FR270559593409;54.0;27;20;Substitute off;Thibault Daubagna;Pau
FR270559593409;54.0;27;20;Substitute on;Clovis Le bail;Pau
FR270559593409;58.0;27;25;Try;Guilhem Guirado;Montpellier Herault
FR270559593409;60.0;27;25;Substitute on;Matt Philip;Pau
FR270559593409;60.0;27;25;Substitute off;Fabrice Metz;Pau
FR270559593409;62.0;27;25;Substitute off;Lourens Adriaanse;Pau
FR270559593409;62.0;27;25;Substitute on;Nicolas Corato;Pau
FR270559593409;64.0;27;25;Substitute on;Alex Lozowski;Montpellier Herault
FR270559593409;64.0;27;25;Substitute off;Handre Pollard;Montpellier Herault
FR270559593409;64.0;27;25;Substitute off;Lekima Tagitagivalu;Pau
FR270559593409;64.0;27;25;Substitute on;Daniel Ramsay;Pau
FR270559593409;66.0;32;25;Try;Aminiasi Tuimaba;Pau
FR270559593409;67.0;34;25;Conversion;Antoine Hastoy;Pau
FR270559593409;67.0;34;25;Yellow card;Mohamed Haouas;Montpellier Herault
FR270559593409;67.0;34;25;Substitute off;Cobus Reinach;Montpellier Herault
FR270559593409;67.0;34;25;Substitute on;Jules Danglot;Montpellier Herault
FR270559593409;67.0;34;25;Substitute off;Siegfried Fisi'ihoi;Pau
FR270559593409;67.0;34;25;Substitute on;Maks van Dyk;Pau
FR270559593409;68.0;34;25;Yellow card;Jale Vatubua;Pau
FR270559593409;70.0;34;25;Substitute off;Tyler Duguid;Montpellier Herault
FR270559593409;70.0;34;25;Substitute on;Titi Lamositele;Montpellier Herault
FR270559593409;70.0;34;25;Substitute on;Youri Delhommel;Montpellier Herault
FR270559593409;70.0;34;25;Substitute off;Caleb Timu;Montpellier Herault
FR270559593409;77.0;34;25;Substitute off;Titi Lamositele;Montpellier Herault
FR270559593409;77.0;34;25;Substitute on;Tyler Duguid;Montpellier Herault
FR270559593409;82.0;39;25;Try;Matt Philip;Pau
FR270559593409;82.0;39;25;Conversion;Antoine Hastoy;Pau
FR270559593409;82.0;39;25;End of second half;;
FR270559593408;1.0;0;0;Start of first half;;
FR270559593408;19.0;5;0;Try;Josua Tuisova;Lyon
FR270559593408;21.0;7;0;Conversion;Jonathan Wisniewski;Lyon
FR270559593408;26.0;12;0;Try;Temo Mayanavanua;Lyon
FR270559593408;28.0;14;0;Conversion;Jonathan Wisniewski;Lyon
FR270559593408;38.0;19;0;Try;Demba Bamba;Lyon
FR270559593408;46.0;19;0;Substitute off;Loris Zarantonello;Agen
FR270559593408;46.0;19;0;Substitute on;Gael Doms;Agen
FR270559593408;44.0;24;0;Try;Dylan Cretin;Lyon
FR270559593408;44.0;24;0;End of first half;;
FR270559593408;40.0;24;0;Start of second half;;
FR270559593408;42.0;29;0;Try;Baptiste Couilloud;Lyon
FR270559593408;43.0;31;0;Conversion;Jonathan Wisniewski;Lyon
FR270559593408;46.0;31;0;Substitute off;Yoan Cottin;Agen
FR270559593408;46.0;31;0;Substitute on;Dorian Bellot;Agen
FR270559593408;46.0;31;0;Substitute on;Killian Geraci;Lyon
FR270559593408;46.0;31;0;Substitute off;Felix Lambey;Lyon
FR270559593408;46.0;31;0;Substitute on;Hamza Kaabeche;Lyon
FR270559593408;46.0;31;0;Substitute off;Vivien Devisme;Lyon
FR270559593408;50.0;31;0;Substitute on;Ethan Dumortier;Lyon
FR270559593408;50.0;31;0;Substitute off;Josua Tuisova;Lyon
FR270559593408;51.0;36;0;Try;Ethan Dumortier;Lyon
FR270559593408;52.0;38;0;Conversion;Jonathan Wisniewski;Lyon
FR270559593408;53.0;38;0;Substitute off;Baptiste Couilloud;Lyon
FR270559593408;53.0;38;0;Substitute on;Jonathan Pelissie;Lyon
FR270559593408;53.0;38;0;Substitute on;Mickael Ivaldi;Lyon
FR270559593408;53.0;38;0;Substitute off;Joe Taufete'e;Lyon
FR270559593408;53.0;38;0;Substitute off;Killian Geraci;Lyon
FR270559593408;53.0;38;0;Substitute on;Felix Lambey;Lyon
FR270559593408;53.0;38;0;Substitute on;Hans Lombard-Buret;Agen
FR270559593408;53.0;38;0;Substitute off;Gael Doms;Agen
FR270559593408;53.0;38;0;Substitute on;Hugo Ndiaye;Lyon
FR270559593408;53.0;38;0;Substitute off;Demba Bamba;Lyon
FR270559593408;53.0;38;0;Substitute off;Jeremy Jordaan;Agen
FR270559593408;53.0;38;0;Substitute on;Timilai Rokoduru;Agen
FR270559593408;53.0;38;0;Substitute on;Mickael Guillard;Lyon
FR270559593408;53.0;38;0;Substitute off;Colby Fainga'a;Lyon
FR270559593408;56.0;38;0;Substitute off;Malino Vanai;Agen
FR270559593408;56.0;38;0;Substitute on;Martin Augeix;Agen
FR270559593408;56.0;38;0;Substitute off;Andres Zafra Tarazona;Agen
FR270559593408;56.0;38;0;Substitute on;Sacha Yahi;Agen
FR270559593408;59.0;43;0;Try;Jonathan Wisniewski;Lyon
FR270559593408;59.0;45;0;Conversion;Jonathan Wisniewski;Lyon
FR270559593408;60.0;45;0;Substitute off;Jonathan Wisniewski;Lyon
FR270559593408;60.0;45;0;Substitute on;Alexandre Tchaptchet;Lyon
FR270559593408;60.0;45;0;Substitute off;Felix Lambey;Lyon
FR270559593408;60.0;45;0;Substitute on;Killian Geraci;Lyon
FR270559593408;62.0;45;0;Substitute on;Raphael Lagarde;Agen
FR270559593408;62.0;45;0;Substitute off;Nathan Decron;Agen
FR270559593408;62.0;45;0;Substitute on;Loris Tolot;Agen
FR270559593408;62.0;45;0;Substitute off;Julien Jane;Agen
FR270559593408;70.0;50;0;Try;Hugo Ndiaye;Lyon
FR270559593408;72.0;52;0;Conversion;Leo Berdeu;Lyon
FR270559593408;72.0;52;0;Substitute on;Andres Zafra Tarazona;Agen
FR270559593408;72.0;52;0;Substitute off;Gauthier Maravat;Agen
FR270559593408;73.0;52;0;Substitute on;Malino Vanai;Agen
FR270559593408;73.0;52;0;Substitute off;Alex Burin;Agen
FR270559593408;78.0;52;5;Try;Alexandre Odinga;Agen
FR270559593408;79.0;52;7;Conversion;Christian Lacombe;Agen
FR270559593408;84.0;24;7;End of second half;;
FR270559593407;1.0;0;0;Start of first half;;
FR270559593407;2.0;3;0;Penalty goal;Morgan Parra;Clermont Auvergne
FR270559593407;11.0;3;5;Try;Dillyn Leyds;La Rochelle
FR270559593407;12.0;3;7;Conversion;Jules Le Bail;La Rochelle
FR270559593407;20.0;3;7;Substitute off;Reda Wardi;La Rochelle
FR270559593407;20.0;3;7;Substitute on;Dany Priso;La Rochelle
FR270559593407;20.0;6;7;Penalty goal;Morgan Parra;Clermont Auvergne
FR270559593407;25.0;9;7;Penalty goal;Morgan Parra;Clermont Auvergne
FR270559593407;28.0;9;10;Penalty goal;Jules Le Bail;La Rochelle
FR270559593407;30.0;12;10;Penalty goal;Morgan Parra;Clermont Auvergne
FR270559593407;34.0;15;10;Penalty goal;Morgan Parra;Clermont Auvergne
FR270559593407;41.0;15;10;End of first half;;
FR270559593407;40.0;15;10;Start of second half;;
FR270559593407;51.0;15;10;Substitute off;Facundo Bosch;La Rochelle
FR270559593407;51.0;15;10;Substitute on;Pierre Bourgarit;La Rochelle
FR270559593407;51.0;15;10;Substitute off;Remi Bourdeau;La Rochelle
FR270559593407;51.0;15;10;Substitute on;Gregory Alldritt;La Rochelle
FR270559593407;53.0;15;10;Substitute off;Sipili Falatea;Clermont Auvergne
FR270559593407;53.0;15;10;Substitute on;Cristian Ojovan;Clermont Auvergne
FR270559593407;53.0;20;10;Try;George Moala;Clermont Auvergne
FR270559593407;54.0;22;10;Conversion;Morgan Parra;Clermont Auvergne
FR270559593407;55.0;22;10;Substitute on;Darren Sweetnam;La Rochelle
FR270559593407;55.0;22;10;Substitute off;Tawera Kerr-Barlow;La Rochelle
FR270559593407;57.0;22;15;Try;Gregory Alldritt;La Rochelle
FR270559593407;58.0;22;17;Conversion;Jules Le Bail;La Rochelle
FR270559593407;58.0;22;17;Substitute on;Jules Favre;La Rochelle
FR270559593407;58.0;22;17;Substitute off;Geoffrey Doumayrou;La Rochelle
FR270559593407;58.0;22;17;Substitute off;Apisai Naqalevu;Clermont Auvergne
FR270559593407;58.0;22;17;Substitute on;Tim Nanai-Williams;Clermont Auvergne
FR270559593407;61.0;22;17;Substitute off;Uini Atonio;La Rochelle
FR270559593407;61.0;22;17;Substitute on;Arthur Joly;La Rochelle
FR270559593407;65.0;25;17;Penalty goal;Morgan Parra;Clermont Auvergne
FR270559593407;65.0;25;17;Substitute on;Sebastien Bezy;Clermont Auvergne
FR270559593407;65.0;25;17;Substitute off;Morgan Parra;Clermont Auvergne
FR270559593407;65.0;25;17;Substitute off;Peni Ravai;Clermont Auvergne
FR270559593407;65.0;25;17;Substitute on;Daniel Bibi Biziwu;Clermont Auvergne
FR270559593407;65.0;25;17;Substitute off;Thomas Lavault;La Rochelle
FR270559593407;65.0;25;17;Substitute on;Mathieu Tanguy;La Rochelle
FR270559593407;65.0;25;17;Substitute off;Kevin Gourdon;La Rochelle
FR270559593407;65.0;25;17;Substitute on;Zeno Kieft;La Rochelle
FR270559593407;70.0;25;17;Substitute off;Alexandre Fischer;Clermont Auvergne
FR270559593407;70.0;25;17;Substitute on;Thibaud Lanen;Clermont Auvergne
FR270559593407;70.0;25;17;Substitute on;Miles Amatosero;Clermont Auvergne
FR270559593407;70.0;25;17;Substitute off;Paul Jedrasiak;Clermont Auvergne
FR270559593407;79.0;25;17;Substitute on;Facundo Bosch;La Rochelle
FR270559593407;79.0;25;17;Substitute off;Pierre Bourgarit;La Rochelle
FR270559593407;79.0;25;20;Penalty goal;Jules Le Bail;La Rochelle
FR270559593407;79.0;25;20;Substitute on;Peter Betham;Clermont Auvergne
FR270559593407;79.0;25;20;Substitute off;Alivereti Raka;Clermont Auvergne
FR270559593407;79.0;25;20;Substitute off;Will Skelton;La Rochelle
FR270559593407;79.0;25;20;Substitute on;Thomas Lavault;La Rochelle
FR270559593407;81.0;25;20;End of second half;;
FR270559593406;1.0;0;0;Start of first half;;
FR270559593406;2.0;0;5;Try;Louis Carbonel;Toulon
FR270559593406;3.0;0;7;Conversion;Louis Carbonel;Toulon
FR270559593406;15.0;0;7;Substitute off;Charles Ollivon;Toulon
FR270559593406;15.0;0;7;Substitute on;Raphael Lakafia;Toulon
FR270559593406;15.0;0;10;Penalty goal;Louis Carbonel;Toulon
FR270559593406;21.0;0;15;Try;Eben Etzebeth;Toulon
FR270559593406;23.0;0;17;Conversion;Louis Carbonel;Toulon
FR270559593406;23.0;0;17;Substitute off;Tom Staniforth;Castres Olympique
FR270559593406;23.0;0;17;Substitute on;Loic Jacquet;Castres Olympique
FR270559593406;26.0;5;17;Try;Gaetan Barlot;Castres Olympique
FR270559593406;26.0;7;17;Conversion;Benjamin Urdapilleta;Castres Olympique
FR270559593406;33.0;7;17;Yellow card;Anthony Etrillard;Toulon
FR270559593406;34.0;12;17;Try;Benjamin Urdapilleta;Castres Olympique
FR270559593406;35.0;14;17;Conversion;Benjamin Urdapilleta;Castres Olympique
FR270559593406;41.0;17;17;Penalty goal;Benjamin Urdapilleta;Castres Olympique
FR270559593406;41.0;17;17;End of first half;;
FR270559593406;40.0;17;17;Start of second half;;
FR270559593406;40.0;17;17;Substitute off;Rory Kockott;Castres Olympique
FR270559593406;40.0;17;17;Substitute on;Santiago Arata;Castres Olympique
FR270559593406;45.0;22;17;Try;Thomas Combezou;Castres Olympique
FR270559593406;46.0;24;17;Conversion;Benjamin Urdapilleta;Castres Olympique
FR270559593406;49.0;29;17;Try;Benjamin Urdapilleta;Castres Olympique
FR270559593406;50.0;29;17;Substitute off;Facundo Isa;Toulon
FR270559593406;50.0;29;17;Substitute on;Julien Ory;Toulon
FR270559593406;50.0;31;17;Conversion;Benjamin Urdapilleta;Castres Olympique
FR270559593406;52.0;31;17;Substitute on;Baptiste Delaporte;Castres Olympique
FR270559593406;52.0;31;17;Substitute off;Mathieu Babillot;Castres Olympique
FR270559593406;53.0;31;22;Try;Romain Taofifenua;Toulon
FR270559593406;54.0;31;24;Conversion;Louis Carbonel;Toulon
FR270559593406;56.0;34;24;Penalty goal;Benjamin Urdapilleta;Castres Olympique
FR270559593406;57.0;34;24;Substitute on;Sebastien Taofifenua;Toulon
FR270559593406;57.0;34;24;Substitute off;Jean-Baptiste Gros;Toulon
FR270559593406;57.0;34;24;Substitute off;Romain Taofifenua;Toulon
FR270559593406;57.0;34;24;Substitute on;Adrien Warion;Toulon
FR270559593406;57.0;34;24;Substitute on;Anthony Belleau;Toulon
FR270559593406;57.0;34;24;Substitute off;Isaia Toeava;Toulon
FR270559593406;61.0;34;24;Substitute off;Julien Ory;Toulon
FR270559593406;61.0;34;24;Substitute on;Facundo Isa;Toulon
FR270559593406;61.0;34;24;Substitute on;Maama Vaipulu;Castres Olympique
FR270559593406;61.0;34;24;Substitute off;Tyler Ardron;Castres Olympique
FR270559593406;61.0;34;24;Substitute off;Wilfrid Hounkpatin;Castres Olympique
FR270559593406;61.0;34;24;Substitute on;Levan Chilachava;Castres Olympique
FR270559593406;62.0;34;24;Yellow card;Maama Vaipulu;Castres Olympique
FR270559593406;67.0;34;24;Substitute on;Julius Nostadt;Castres Olympique
FR270559593406;67.0;34;24;Substitute off;Antoine Tichit;Castres Olympique
FR270559593406;67.0;34;24;Substitute off;Anthony Etrillard;Toulon
FR270559593406;67.0;34;24;Substitute on;Bastien Soury;Toulon
FR270559593406;67.0;34;24;Substitute off;Beka Gigashvili;Toulon
FR270559593406;67.0;34;24;Substitute on;Florian Fresia;Toulon
FR270559593406;71.0;34;24;Substitute on;Tyler Ardron;Castres Olympique
FR270559593406;71.0;34;24;Substitute off;Florent Vanverberghe;Castres Olympique
FR270559593406;71.0;34;24;Substitute off;Gaetan Barlot;Castres Olympique
FR270559593406;71.0;34;24;Substitute on;Paula Ngauamo;Castres Olympique
FR270559593406;71.0;34;24;Substitute off;Eben Etzebeth;Toulon
FR270559593406;71.0;34;24;Substitute on;Romain Taofifenua;Toulon
FR270559593406;74.0;39;24;Try;Geoffrey Palis;Castres Olympique
FR270559593406;75.0;41;24;Conversion;Benjamin Urdapilleta;Castres Olympique
FR270559593406;76.0;41;24;Substitute on;Adrea Cocagi;Castres Olympique
FR270559593406;76.0;41;24;Substitute off;Vilimoni Botitu;Castres Olympique
FR270559593406;80.0;46;24;Try;Filipo Nakosi;Castres Olympique
FR270559593406;82.0;46;24;End of second half;;
FR270559593405;1.0;0;0;Start of first half;;
FR270559593405;6.0;3;0;Penalty goal;Gaetan Germain;Bayonne
FR270559593405;7.0;3;3;Penalty goal;Joris Segonds;Stade Francais Paris
FR270559593405;12.0;6;3;Penalty goal;Gaetan Germain;Bayonne
FR270559593405;15.0;6;3;Substitute off;Michael Ruru;Bayonne
FR270559593405;15.0;6;3;Substitute on;Guillaume Rouet Piffard;Bayonne
FR270559593405;34.0;6;3;Drop Goal Missed;;
FR270559593405;35.0;9;3;Penalty goal;Gaetan Germain;Bayonne
FR270559593405;43.0;9;3;End of first half;;
FR270559593405;40.0;9;3;Start of second half;;
FR270559593405;42.0;9;3;Substitute off;Yoann Maestri;Stade Francais Paris
FR270559593405;42.0;9;3;Substitute on;Pierre-Henri Azagoh;Stade Francais Paris
FR270559593405;44.0;9;6;Penalty goal;Joris Segonds;Stade Francais Paris
FR270559593405;44.0;9;6;Substitute on;Konstantine Mikautadze;Bayonne
FR270559593405;44.0;9;6;Substitute off;Guillaume Ducat;Bayonne
FR270559593405;51.0;9;9;Penalty goal;Joris Segonds;Stade Francais Paris
FR270559593405;51.0;9;9;Substitute on;Jean Monribot;Bayonne
FR270559593405;51.0;9;9;Substitute off;Asier Usarraga;Bayonne
FR270559593405;51.0;9;9;Substitute off;Arnaud Duputs;Bayonne
FR270559593405;51.0;9;9;Substitute on;Filimo Taofifenua;Bayonne
FR270559593405;51.0;9;9;Substitute off;Moses Alo-Emile;Stade Francais Paris
FR270559593405;51.0;9;9;Substitute on;Vasil Kakovin;Stade Francais Paris
FR270559593405;56.0;9;9;Substitute off;James Hall;Stade Francais Paris
FR270559593405;56.0;9;9;Substitute on;Arthur Coville;Stade Francais Paris
FR270559593405;58.0;9;9;Substitute off;Pablo Matera;Stade Francais Paris
FR270559593405;58.0;9;9;Substitute on;Loic Godener;Stade Francais Paris
FR270559593405;63.0;9;9;Substitute off;John Ulugia;Bayonne
FR270559593405;63.0;9;9;Substitute on;Torsten van Jaarsveld;Bayonne
FR270559593405;63.0;9;9;Substitute off;Manuel Ordas;Bayonne
FR270559593405;63.0;9;9;Substitute on;Yan Lestrade;Bayonne
FR270559593405;65.0;9;9;Substitute off;Antoine Burban;Stade Francais Paris
FR270559593405;65.0;9;9;Substitute on;Pablo Matera;Stade Francais Paris
