MATCH_ID;SAISON_ID;COMPETITION_ID;MATCHDAY;HOME_TEAM;AWAY_TEAM;HOME_SCORE;AWAY_SCORE;STADIUM;DATE_TIME;DATE_DAY
FR270559593272;S20202021;FR270559;7.0;Stade Francais Paris;Stade Toulousain;48.0;14.0;Stade Jean Bouin;3:05 PM;November 1 2020
FR270559593271;S20202021;FR270559;6.0;Stade Toulousain;Lyon;7.0;16.0;Stade Ernest-Wallon;9:35 AM;October 24 2020
FR270559593270;S20202021;FR270559;6.0;Toulon;Castres Olympique;19.0;6.0;Stade Mayol;2:45 PM;October 23 2020
FR270559593269;S20202021;FR270559;6.0;Montpellier Herault;Brive;30.0;6.0;GGL Stadium;12:00 PM;October 25 2020
FR270559593268;S20202021;FR270559;6.0;La Rochelle;Bordeaux Begles;20.0;6.0;Stade Marcel-Deflandre;4:05 PM;October 25 2020
FR270559593267;S20202021;FR270559;6.0;Clermont Auvergne;Pau;50.0;29.0;Stade Marcel Michelin;12:15 PM;October 24 2020
FR270559593266;S20202021;FR270559;6.0;Agen;Bayonne;15.0;26.0;Alfred Armandie;12:15 PM;October 24 2020
FR270559593265;S20202021;FR270559;6.0;Stade Francais Paris;Racing 92;25.0;27.0;Stade Jean Bouin;12:15 PM;October 24 2020
FR270559593264;S20202021;FR270559;5.0;Pau;Bordeaux Begles;29.0;24.0;Stade du Hameau;9:30 AM;October 17 2020
FR270559593263;S20202021;FR270559;5.0;Montpellier Herault;Agen;42.0;13.0;GGL Stadium;9:30 AM;October 17 2020
FR270559593262;S20202021;FR270559;5.0;Lyon;Bayonne;62.0;10.0;Matmut Stadium de Gerland;11:00 AM;October 18 2020
FR270559593261;S20202021;FR270559;5.0;La Rochelle;Castres Olympique;62.0;3.0;Stade Marcel-Deflandre;9:30 AM;October 17 2020
FR270559593260;S20202021;FR270559;5.0;Brive;Stade Toulousain;16.0;36.0;Stade Amedee-Domenech;9:35 AM;October 17 2020
FR270559593259;S20202021;FR270559;5.0;Clermont Auvergne;Stade Francais Paris;41.0;27.0;Stade Marcel Michelin;3:05 PM;October 18 2020
FR270559593258;S20202021;FR270559;5.0;Racing 92;Toulon;23.0;29.0;Paris La Defense Arena;3:05 PM;January 17 2021
FR270559593257;S20202021;FR270559;4.0;Toulon;Montpellier Herault;25.0;21.0;Stade Mayol;12:15 PM;October 10 2020
FR270559593256;S20202021;FR270559;4.0;Pau;Lyon;29.0;29.0;Stade du Hameau;3:10 PM;October 11 2020
FR270559593255;S20202021;FR270559;4.0;Castres Olympique;Brive;24.0;25.0;Stade Pierre Fabre;3:00 PM;December 22 2020
FR270559593254;S20202021;FR270559;4.0;Bayonne;La Rochelle;19.0;36.0;Stade Jean Dauger;2:45 PM;October 9 2020
FR270559593253;S20202021;FR270559;4.0;Agen;Stade Francais Paris;3.0;20.0;Alfred Armandie;12:15 PM;October 10 2020
FR270559593252;S20202021;FR270559;4.0;Racing 92;Stade Toulousain;24.0;30.0;Paris La Defense Arena;3:00 PM;October 10 2020
FR270559593251;S20202021;FR270559;4.0;Bordeaux Begles;Clermont Auvergne;16.0;16.0;Stade Chaban-Delmas;9:15 AM;January 16 2021
FR270559593250;S20202021;FR270559;3.0;Stade Toulousain;Toulon;39.0;19.0;Stade Ernest-Wallon;3:00 PM;October 4 2020
FR270559593249;S20202021;FR270559;3.0;Clermont Auvergne;Agen;31.0;12.0;Stade Marcel Michelin;9:15 AM;October 3 2020
FR270559593248;S20202021;FR270559;3.0;La Rochelle;Racing 92;9.0;6.0;Stade Marcel-Deflandre;3:05 PM;November 22 2020
FR270559593247;S20202021;FR270559;3.0;Brive;Pau;19.0;13.0;Stade Amedee-Domenech;2:00 PM;October 2 2020
FR270559593246;S20202021;FR270559;3.0;Montpellier Herault;Castres Olympique;19.0;21.0;GGL Stadium;8:45 AM;January 17 2021
FR270559593245;S20202021;FR270559;3.0;Lyon;Bordeaux Begles;27.0;10.0;Matmut Stadium de Gerland;2:45 PM;October 5 2020
FR270559593244;S20202021;FR270559;3.0;Stade Francais Paris;Bayonne;19.0;26.0;Stade Jean Bouin;2:45 PM;October 2 2020
FR270559593243;S20202021;FR270559;2.0;Toulon;Lyon;36.0;14.0;Stade Mayol;3:00 PM;September 13 2020
FR270559593242;S20202021;FR270559;2.0;Pau;Agen;33.0;23.0;Stade du Hameau;2:45 PM;September 11 2020
FR270559593241;S20202021;FR270559;2.0;Castres Olympique;Stade Francais Paris;16.0;22.0;Stade Pierre Fabre;1:00 PM;September 13 2020
FR270559593240;S20202021;FR270559;2.0;Bayonne;Clermont Auvergne;21.0;19.0;Stade Jean Dauger;12:15 PM;September 12 2020
FR270559593239;S20202021;FR270559;2.0;Bordeaux Begles;Brive;25.0;20.0;Stade Chaban-Delmas;12:15 PM;September 12 2020
FR270559593238;S20202021;FR270559;2.0;Stade Toulousain;La Rochelle;39.0;23.0;Stade Ernest-Wallon;9:15 AM;September 12 2020
FR270559593237;S20202021;FR270559;2.0;Racing 92;Montpellier Herault;41.0;17.0;Paris La Defense Arena;2:45 PM;September 11 2020
FR270559593236;S20202021;FR270559;1.0;Clermont Auvergne;Stade Toulousain;33.0;30.0;Stade Marcel Michelin;3:00 PM;September 6 2020
FR270559593235;S20202021;FR270559;1.0;Montpellier Herault;Pau;23.0;26.0;GGL Stadium;2:45 PM;September 4 2020
FR270559593234;S20202021;FR270559;1.0;Agen;Castres Olympique;22.0;26.0;Alfred Armandie;12:00 PM;September 5 2020
FR270559593233;S20202021;FR270559;1.0;Lyon;Racing 92;23.0;27.0;Matmut Stadium de Gerland;12:00 PM;September 5 2020
FR270559593232;S20202021;FR270559;1.0;Brive;Bayonne;42.0;23.0;Stade Amedee-Domenech;2:45 PM;September 6 2020
FR270559593231;S20202021;FR270559;1.0;La Rochelle;Toulon;29.0;15.0;Stade Marcel-Deflandre;9:15 AM;September 5 2020
FR270559593230;S20202021;FR270559;1.0;Stade Francais Paris;Bordeaux Begles;26.0;16.0;Stade Jean Bouin;9:15 AM;November 21 2020
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
